description,category,cluster
Microsoft прекращает поддержку Office для Windows 10 Mobile Американская корпорация Microsoft готовится к прекращению поддержки мобильной ОС Windows 10.,technology,-1
Динамо в матчах с командами из топ-5 набрало 4 очка из 24 возможных В шести поединках киевляне добыли только одну победу.,sports,-1
Рябоконь: Стараемся выехать зарубеж и сыграть с сильными командами Главный тренер Десны рассказал о прогрессе Десны.,sports,-1
Дочка китайского холдинга Geely представила самый дорогой кроссовер Китайская марка Lynk & Co представила свою четвертую серийную модель — кросс-купе Lynk & Co 05,technology,-1
Алена Зубова установила рекорд Европы В Литве в Каунасе проходило первенство Европы по пауэрлифтингу в классическом троеборье. Среди юниорок в весовой категории до 57...,sports,-1
"Более 62 тыс. раз скачали приложение «Помощник ОСАГО» за месяц его работы Свыше 62 тыс. раз скачали приложение «Помощник ОСАГО» за месяц его работы, сообщили в пресс-службе Всероссийского союза страховщиков, Российского союза автостраховщиков и Национального союза страховщиков ответственности (ВСС, РСА и НССО). «Банк России, Российский союз автостраховщиков и Минкомсвязи обработали вопросы, поступившие по работе суперсервиса «Евпропротокол онлайн». За первый месяц количество скачиваний приложения «Помощник ОСАГО», в рамках которого реализован суперсервис, превысило 62 тыс. - 29 тыс. в AppStore и 33 тыс. в Google Play», - говорится в сообщении. Как уточняется, чаще всего пользователи интересовались, когда суперсервис будет работать на всей территории России. В настоящий момент оформить Европротокол онлайн можно в Москве и Московской области, Санкт-Петербурге и Ленинградской области, а также в республике Татарстан. Приложение будет доступно всем жителям России в 2020 г. Отмечается, что следующий по популярности вопрос - по какой причине при наличии интернет-соединения приложение «Помощник…",technology,-1
"«За деньги не купишь»: Виктория Лопырева показала, как проводит медовый месяц с мужем Молодожены отдыхают в Париже",entertainment,-1
В России набирает силу футбольный протест Болельщики вновь ушли с нескольких матчей.,sports,-1
Россия не будет участвовать в международных турнирах четыре года по решению исполкома WADA Данную информацию сообщает ТАСС.,sports,-1
Зозибини Тунци из ЮАР завоевала титула «Мисс Вселенная 2019» Обладательницей титула «Мисс Вселенная 2019» стала Зозибини Тунци из ЮАР. Об этом сообщается на официальном международного конкурса красоты.,entertainment,-1
"Украинка Зевина завоевала серебро чемпионата Европы по плаванию на короткой воде Украинская пловчиха Дарья Зевина проиграл 0,8 секунды итальянке Маргерите Пандзьере.",sports,-1
Около 60 тысяч человек в Подмосковье зарегистрировались как самозанятые Эксперимент с введением налога для самозанятых стартовал в январе этого года.,economy,-1
"Фелисити Хаффман 57: Яркие фото звезды ""Отчаянных домохозяек"" Актриса отмечает день рождения",entertainment,-1
"Лера Кудрявцева в дуэте с Арой Мартиросяном исполнила песню «Вдвоём» в Кремле На обнародованных снимках Лера Кудрявцева запечатлена в ярко-синем платье в пол с открытой спиной. На одном из них ведущая стоит рядом с Арой Мартиросяном возле новогодней ёлки, на втором продемонстрирован момент их совместного выступления на сцене Кремля. В комментарии к посту Кудрявцева заметила,",entertainment,-1
"Ремейк легендарного компьютера Commodore 64 поступил в продажу Несмотря на почтенный по меркам рынка электроники возраст, знаменитый Commodore 64, отпраздновавший в этом году 37-летие, вновь поступил в розничную продажу в виде реалистичной копии оригинального ПК — THEC64. В отличие от прошлогоднего ремейка под названием C64 mini, новинка обзавелась полноразмерным корпусом, как у «прародителя», и более аутентичной звуковой системой.",technology,-1
Рейтинг инвестиционной активности регионов (ноябрь 2019) Журнал «Инвест-Форсайт» публикует рейтинг «Инвестиционной активности регионов» за ноябрь 2019 года,economy,-1
Доходы Salesforce оказались выше прогнозов Спрос на бизнес-приложения компании динамично растет по мере распространения облачных технологий.,economy,-1
МОЛНИЯ: Исполком ВАДА принял жесточайшее решение по России Члены исполнительного комитета были единогласны.,sports,-1
Восемь представительниц Топ-100 сыграют на турнире ITF в Дубае Восемь теннисисток из Топ-100 примут участие в соревнованиях ITF в Дубае с призовым фондом в 100 тысяч долларов.,sports,-1
"Москвичам рассказали о погоде на этой неделе Главный специалист московского метеобюро Татьяна Позднякова сообщила, что москвичей на текущей неделе ожидает температура выше климатической нормы на 4-5 градусов.",other,-1
"В Коми создадут региональный центр компетенций Республика вошла в число 30 регионов, где будет реализован нацпроект ""Производительность труда и поддержка занятости"".",economy,-1
Американка заглянула в соцсети и узнала о своем многомиллионном состоянии Победительница планирует потратить денежный приз на погашение долгов и путешествие.,entertainment,-1
"В Турции ввели налог с туристов за проживание в отелях Закон о введении налога с туристов в размере 2% от стоимости гостиничного номера опубликован в официальной государственной газете и вступил в силу, сообщает издание TourismGuncel.",economy,-1
Китай надеется заключить торговое соглашение с США США ведут с Китаем переговоры о так называемой первой фазе сделки. ,economy,-1
"В Ханском дворце расскажут, как появилась первая коллекция музея В Ханском дворце 13 декабря проведут лекцию о том, как появилась первая коллекция музея. Об этом сообщили в пресс-службе Бахчисарайского историко-культурного и археологического музея-заповедника.",entertainment,-1
Где смотреть онлайн Наполи - Генк: расписание трансляций Наполи Генк - Где смотреть онлайн матч 6 тура группового этапа Лиги чемпионов 10 декабря,sports,-1
"Теннисистка Мария Шарапова не сыграет за сборную на Олимпиаде в Токио Бывшая первая ракетка мира Мария Шарапова не сыграет за сборную России в теннисном турнире на Олимпийских играх 2020 года в Токио. Спортсменка заявилась на другой турнир, который совпадает по времени с олимпийским.",sports,-1
Работа на Востоке и победа в ПФЛ: Что известно о новом главном тренере ФК «Оренбург»? Новым главным тренером футбольного клуба «Оренбург» с 8 декабря стал Константин Емельянов. До этого он работал в тренерском штабе экс-наставника команды Владимира Федотова.,sports,-1
"Олимпиады и чемпионаты мира. Россию лишили права участвовать в крупных международных турнирах Исполнительный комитет Всемирного антидопингового агентства (ВАДА)на четыре года лишил Россию права участвовать в крупных международных турнирах, включая Олимпиады и чемпионаты мира.",sports,-1
"Вышел украинский трейлер Охотников на привидений В новой части фантастического фильма, внуки первых охотников на привидений продолжат дело своих дедов.",entertainment,-1
Суд отменил арест $110 тысяч экс-работницы Нацбанка по “делу Бахматюка” Деньги изъяли во время обыска у бывшей директора департамента Генерального департамента банковского надзора,economy,-1
Виртуальные версии «Тройки» для мобильных появятся в Москве в 2020 году Их начнут тестировать уже в первом полугодии.,technology,-1
Ярославский «Ленинский рынок» хотела купить компания Галагаевых Компания ООО «Эко» единственной заявилась на аукцион.,economy,-1
Исполком WADA отстранил Россию от спорта на четыре года Спортсмены из РФ до 2024 года не смогут под флагом страны участвовать в соревнованиях.,sports,-1
"Где в Гродненском регионе самая высокая и самая низкая покупательная способность На основе официальных данных banki24.by составили собственный рейтинг и антирейтинг регионов Беларуси по сумме покупок, которые приходятся на человека.",economy,-1
"Мастер спорта из Волгограда рассказал, как «лепили» чемпионов в СССР Сам себе тренер В 15 лет Юра с сестрой остались без родителей. Мать мечтала, чтобы дети получили образование, и сын знал об этом. Устроился слесарем-сборщиком, а учиться продолжил в вечерней школе. Уставал так, что отсыпался на уроках. Видя это, учителя уговорили его вернуться на дневное обучение. Он согласился еще и потому, что на спорт, который он так любил, времени почти не оставалось.",sports,-1
"Выставка старинных новогодних игрушек пройдет в псковской городской библиотеке Выставка «История в елочных игрушках» Марии Разумовской пройдет в псковской городской библиотеке на Конной, 6",entertainment,-1
"Семнадцатилетний голкипер ""Генка"" может стать самым молодым вратарем в истории Лиги чемпионов У вратаря «Генка» Маартена Вандервордта есть шанс стать самым молодым голкипером, который сыграл в Лиге чемпионов. Об этом в своем Twitter написал бельгийский журналист Кристоф Терро.",sports,-1
"Латиноамериканский танец под Мадонну принес тюменской ""Вере"" серебро Команда формейшн ""Вера"" завоевала серебряные медали на чемпионате мира по танцевальному спорту среди ансамблей по латиноамериканской программе, который прошел в Бремене (Германия), 7 декабря.",sports,-1
Юные тайшетские музыканты вспомнили композитора Глинку Тайшет24,entertainment,-1
"Минэкономики проведет спецрасследование в отношении импорта в Украину шприцев Межведомственная комиссия по международной торговле поручила Министерству развития экономики, торговли и сельского хозяйства провести специальное расследование в отношении импорта в Украину шприцев независимо от страны происхождения, сообщается на сайте издания ""Урядовый курьер""",economy,-1
"Первый в Ульяновске международный фестиваль по самбо собрал более 400 участников Первый международный фестиваль по самбо состоялся в Ульяновске на минувших выходных. Площадкой для соревнований выступил новый ФОК «Фаворит», расположенный на Нижней террасе. В турнире принимали участие молодые спортсмены от 7 до 15 лет не только из разных городов России, но и Донецкой народной республики, Азербайджана, Казахстана, Армении, Таджикистана и Узбекистана — всего более 400 человек. Посетил фестиваль и  прославленный …",sports,-1
Меняя реальность: В Петрозаводске открылась выставка Никаса Сафронова В Петрозаводск привезли более 50 полотен известного российского художника,entertainment,-1
"Доменико Тедеско – об акции протеста: Хорошо, если фанаты так объединяются Главный тренер «Спартака» Доменико Тедеско поделился мнением касательно акции протеста фанатов москвичей, которые покинули трибуны на 30-й минуте матча 19-го тура РПЛ против «Ростова» (1:4).",sports,-1
"Катя Варнава мечтает стать мамой: Дети — это мечта, цель Катя Варнава призналась, что хочет стать мамой.",entertainment,-1
Ротару снова в России: появились новые видео ''камбека'' украинской певицы В России тепло приняли украинскую артистку,entertainment,-1
Россию на четыре года лишили всех Олимпиад и чемпионатов мира Исполком Всемирного антидопингового агентства (WADA) запретил российским спортсменам принимать участие в крупных международных спортивных мероприятиях на четыре года. Об этом сообщает ТАСС.,sports,-1
В Зандфорте приступили к установке ограждений В Зандфорте приступили к установке сетчатых ограждений последнего поколения...,sports,-1
Александр Зверев провел операцию на глазах: когда немец вернется на корт Немецкий теннисист Александр Зверев в Нью-Йорке провел операцию на глазах.,sports,-1
"Справедливый ценовой диапазон Brent на данный момент - $63-65 за баррель - БКС Справедливым выглядит ценовой диапазон $63-65 за баррель Brent, говорится в комментарии ""БКС Брокер"". Более высокие цены возможны, если США и Китай смогут достигнуть реального прогресса в вопросе ""первой фазы"" торговой сделки.",economy,-1
Сыктывкарка в составе сборной России выиграла международный турнир по баскетболу Валерия Мосеевская за три матча набрала 13 очков.,sports,-1
Россию на четыре года отстранили от участия в крупных спортивных турнирах Соответствующее решение вынес исполком WADA,sports,-1
Певчие и регенты церковных хоров СКФО встретились в Минеральных Водах В Минеральных Водах состоялась научно-практическая конференция регентов и певчих церковных хоров Северокавказского федерального округа «Духовное музыкальное…,entertainment,-1
"Сколько стоит заказать певцов чувашской эстрады в Новый год Портал ""Про Город"" выяснил, за сколько можно заказать выступления звезд чувашской эстрады в Новый год. Средний ценник в ночь с 31 декабря на 1 января достигает 10 тысяч рублей. В связи с праздниками сумма увеличивается в два раза. При составлении топа...",entertainment,-1
Официально: Россия отстранена от международных соревнований на четыре года Исполнительный комитет WADA вынес решение в отношении российского спорта,sports,-1
"Биржи Европы снижаются на корпоративных новостях и опасениях за рост мировой экономики Основные фондовые индексы Европы в понедельник снижаются на корпоративных новостях, а также опасениях за состояние мировой экономики после с",economy,-1
"Apple начнёт продавать новый Mac Pro уже завтра. А в России? Mac Pro 2019 начнут продавать уже завтра. Но, видимо, не в России Apple нечасто сдвигает сроки начала продаж своих новинок относительно заявленной ранее д...",technology,-1
"Маскерано стал игроком «Эстудиантеса» Аргентинский хавбек Хавьер Маскерано продолжит карьеру у себя на родине. 35-летний футболист подписал трудовое соглашение с «Эстудиантесом», об этом рапортует пресс-служба клуба.",sports,-1
Китай запланировал «деамериканизацию» софта в госкомпаниях ЦК Коммунистической партии Китая потребовало от государственных учреждений 100%-й замены компьютерной техники и программ зарубежного производства китайскими аналогами.,economy,-1
"Исполком WADA отстранил Россию от соревнований на четыре года Исполком Всемирного антидопингового агентства (WADA) принял решение отстранить Россию от международных соревнований сроком на четыре года, сообщает ТАСС со ссылкой на пресс-службу WADA. Российские спортсмены смогут выступать на соревнованиях только под нейтральным флагом, а допускать до участия будут лишь тех, кто не причастен к допинговым нарушениям.		Российское антидопинговое агентство (РУСАДА) по решению исполкома лишено статуса соответствия антидопинговому кодексу. Кроме того, Россия потеряла возможность принимать чемпионаты мира и подавать заявки на их проведение. Сотрудникам и руководству Олимпийского комитета России (ОКР) и Паралимпийского комитета России (ПКР) запретили на четыре года посещать международные спортивные мероприятия, уточняется в пресс-релизе WADA.		Напомним, очередной допинговый скандал начался после того, как WADA обнаружило «несоответствия» в базе данных Московской антидопинговой лаборатории за 2012–2015 годы. Передача содержавшихся в лаборатории сведений была главным условием восстановления…",sports,-1
"Впервые в карьере бронзу финала Гран-при взял дуэт Мишина — Галлямов Фигуристка Анастасия Мишина отметила, что третье место — хорошая мотивация.",sports,-1
"Нефть будет в диапазоне 63-65 доллара/баррель - Промсвязьбанк Решение саммита ОПЕК+ увеличить квоты на сокращение добычи еще на 0,5 млн барр./день до марта 2020 г. оказало поддержку сырью. Тем не менее, это говорит о том, что угроза формирования навеса предложения нефти в мире в следующем году весьма реальна, в том числе из-за сланцевиков США. ""После саммита фокус вновь смещается к торговому спору КНР-США, что ограничивает нефть в потенциале дальнейшего роста. Перед заседанием ФРС 11 декабря ожидаем нефть в диапазоне 63-65 долл./барр."" - указывает главный аналитик Промсвязьбанка Екатерина Крылова.",economy,-1
WADA рекомендовало полностью отстранить российских спортсменов от Олимпиады Комитет спортсменов Всемирного антидопингового агентства (WADA) призвал полностью отстранить российских атлетов от участия в Олимпиаде-2020 в Токио и Олимпиаде-2022 в Пекине.,sports,-1
"В Нижнем Новгороде прошел межрегиональный форум «Добрый бизнес» 4–5 декабря 2019 года в Нижнем Новгороде проходил межрегиональный форум «Добрый бизнес» – площадка для бизнеса, представителей органов власти, некоммерческих организаций, инвесторов, институтов развития предпринимательства федерального и регионального уровней.",economy,-1
Тедеско – о выступлении перед советом директоров «Спартака»: «Мне не страшно. Почему я должен бояться?» Главный тренер «Спартака» Доменико Тедеско высказался о предстоящей встрече с руководством клуба – на «Бомбардире»,sports,-1
"Рэперов HammAli & Navai обстреляли после сорванного концерта в Липецке Артисты выступали в липецком клубе восьмого декабря, и сначала концерт сорвали из-за звонка.",entertainment,-1
"Исполком WADA отстранил спортсменов России от участия в Олимпийских играх на четыре года Агентство AFP сообщает, что исполком WADA отстранил российских спортсменов от участия в Олимпийских играх на четыре года.",sports,-1
"Большую часть текущей недели рубль проведет в диапазоне 63,3-63,8 за доллар - Росбанк Большую часть текущей недели рубль проведет в диапазоне 63,3-63,8 за доллар, говорится в комментарии Росбанка.",economy,-1
"В Башкирии молочный комбинат не выплатил своим сотрудникам шесть миллионов рублей На молочном производстве в городе Дюртюли сотрудники не получали зарплату с августа текущего года. Сумма, которую задолжало руководство своим работникам, составляет более шесть миллионов рублей. Прокуратура занимается расследованием дела.",economy,-1
"МегаФон открыл в Москве магазин нового формата — Experience store. Чем он интересен? В Москве открылся магазин нового формата — Experience store от МегаФона. Рассказываем, почему его стоит посетить каждому, кто интересуется технологиями.",technology,-1
"Тина Кароль и Дан Балан снова дали повод думать, что между ними романтические отношения О том, что межу популярными украинскими исполнителями Тиной Кароль и Даном Баланом романтические отношения фанаты начали говорить еще на шоу «Голос страны», когда знаменитости не могли скрыть свой интерес друг …",entertainment,-1
"""Голодный художник"" съел в галерее нашумевший арт-банан за $120 тысяч: видео Придется ли художнику отвечать за свой поступок, пока не известно",entertainment,-1
"Все якутские борцы проиграли в первом круге международного турнира «Аланы» Третий турнир &laquo;Аланы&raquo; завершал борцовский календарь &mdash; 2019 для российских спортсменов. Нынешний ковер собрал под сводами спорткомплекса &laquo;Манеж&raquo; более 300 спортсменов из 25 стран, среди которых представители России, США, Ирана, Монголии, Турции, Греции, Словакии, Грузии, Армении, Узбекистана, Азербайджана.",sports,-1
В московской «подземке» впервые станцевали ёхор Театр «Байкал» выступил на одной из самых оживлённых станций столичного метрополитена,entertainment,-1
"«Мисс Ульяновск - 2019». Чем в этом году отличился главный городской конкурс красоты В минувшее воскресенье, 8 декабря, на главном гламурном ульяновском конкурсе выбирали самых красивых девушек и девочек нашего города.",entertainment,-1
"В России началось производство Kia Seltos В конце прошлой недели на российском автозаводе в Калининграде началось производство кроссовера Kia Seltos. Фотографии машины опубликовал сайт seltos.club. По информации портала Drom, машина уже получила Одобрение типа транспортного средства (ОТТС). Ни цен, ни точной даты начала продаж пока нет.",technology,-1
"Максим Галкин спел про мусор, пустые обещания и прогулялся по Архангельску В минувшие выходные в областном центре и в Северодвинске состоялись концерты известного пародиста и телеведущего Максима Галкина.",entertainment,-1
"Qualcomm представила 5G-платформу расширенной реальности Snapdragon XR2 Компания Qualcomm Technologies представила платформу расширенной реальности с поддержкой 5G. Платформа Qualcomm Snapdragon XR2 стала развитием премиальной платформы XR. Заявлено, что в ней вдвое выросла производительность CPU и GPU, вчетверо расширилась полоса пропускания видео, в 6 раз увеличилось разрешение и в 11 — производительность ИИ.",technology,-1
Тедеско – журналистам: «Встретимся в следующем году! Если я буду еще в «Спартаке» Главный тренер «Спартака» Доменико Тедеско высказался относительно своего положения в команде после поражения в матче 19-го тура РПЛ с «Ростовом» (1:4).,sports,-1
Умер вдохновитель флэшмоба с обливанием ледяной водой Умер вдохновитель Ice Bucket Challenge Питер Фрейтс. За идею флешмоба он был номинирован на звание Человек года по версии журнала Time.,entertainment,-1
"Шарапова, похоже, не сыграет на Олимпиаде. Она заявилась в даты Игр на выставочный турнир Если у России и будут, то другие герои.",sports,-1
''Зеленой'' энергетике предсказали стремительный рост: что изменится При этом эксперты отмечают опасность неконтролируемого развития,economy,-1
"""Война и мир. Русский Пьер"": премьера в театре ""Модерн"" В театре ""Модерн"" состоится премьера спектакля Юрия Грымова ""Война и мир. Русский Пьер"". Спектакль раскрывает основные сюжетные линии романа. Но главный акцент режиссер сделал на истории Пьера Безухова, показав его превращение из западника в русского патриота.",entertainment,-1
"Журналисты выбрали Мозякина, Самонова и еще 10 игроков на Матч звезд КХЛ Завершилось голосование журналистов, по результатам которого были определены следующие 12 участников ФОНБЕТ Матча Звезд КХЛ 2020.Дивизион Боброва Вратарь: Александр Самонов (СКА) Защитник: Микко Лехтонен (""Йокерит"") Нападающий: Дмитрий Яшкин (""Динамо"" Москва).Дивизион Тарасова Вратарь: Илья Сорокин (ЦСКА) Защитник: Чей Геноуэй (""Торпедо"") Нападающий: Кирилл Капризов (ЦСКА).Дивизион Харламова Вратарь: Якуб Коварж (""Автомобилист"") Защитник: Юрки Йокипакка (""Сибирь"") Нападающий: Сергей Мозякин (""Металлург""). Дивизион Чернышева Вратарь: Игорь Бобков (""Авангард"") Защитник: Даррен Дитц (""Барыс"") Нападающий: Никита Сошников (""Салават Юлаев""). Департамент проведения соревнований КХЛ дополнит список еще четырьмя игроками в каждую из команд. Оставшимися четырьмя участниками традиционно станут лучшие хоккеисты по итогам Кубка Вызова МХЛ.",sports,-1
"Россию отстранили от большого спорта на четыре года Руководство Всемирного антидопингового агентства (WADA) приняло решение о судьбе российского большого спорта на ближайшие четыре года и оно носит жесткий характер. России запретили проводить международные соревнования в течение четырех лет и разрешили допускать до международных соревнований только ""чистых"" спортсменов.",sports,-1
"Орловцы стали лучшими в России каратистами В Тюмени прошёл Всероссийский национальный отбор к Первенству Европы по карате. Орловские спортсмены взяли медали нескольких образцов. По результатам Первенства наша команда завоевала три «золотые», три «бронзовые» медали и заняла 5-ое общекомандное место среди 50 (!) регионов страны. В соревнованиях участвовало 850 спортсменов. В первый день соревновались кадеты (14-15 лет). В категории девушек до 47 кг […]",sports,-1
"Британский суд рассмотрит спор России и Украины из-за $3 млрд В Верховном суде Великобритании 9 декабря 2019 года начнутся слушания по спору между Россией и Украиной о долге в размере $3 млрд, свидетельствует информация на сайте суда.",economy,-1
"России запретили участие в международных спортивных турнирах на четыре года Всемирное антидопинговое агентство (WADA) вынесло решение о санкциях против России за подмену проб в базе данных московской антидопинговой лаборатории. Оно оказалось жестким — но не самым жестким из возможных. Читайте также Выгодный старт: рассказываем, как начать свой бизнес прямо сейчас Что произошло Исполком WADA единогласно лишил Россию права участвовать в международных спортивных соревнованиях на четыре […]",sports,-1
Сияющая звезда: Рита Ора в наряде украинского бренда Frolov Британка в эффектном образе Снежной королевы в Лондоне,entertainment,-1
"Долларнинг расмий курси яна ошди Ўзбекистонда долларнинг расмий курси 10 декабрь кунидан 26,56 сўмга қимматлаб, 1 доллар 9537,55 сўмга етади.",economy,-1
Дубай. Снигур с камбэком обыграла Бондаренко в финале квалификации Украинки разыграли между собой место в основе 100-тысячника ITF ⋆ Теннис на Sport.ua,sports,-1
Исполком WADA единогласно проголосовал за спортивную изоляцию России на 4 года Исполком Всемирного антидопингового агентства (WADA) в понедельник на заседании в Лозанне единогласно принял рекомендацию своего комитета по введению самых масштабных и длительных санкций против российского спорта.,sports,-1
«Лестер» снова в сказке. Команда Роджерса отрывается от «Ман Сити» В минувшем туре АПЛ лисы разгромили Астон Виллу,sports,-1
"Рождественская ярмарка во Владимире попала в десятку лучших ярмарок в России Портал ТурСтат составил рейтинг самых лучших и популярных новогодних и рождественских фестивалей, праздников и ярмарок в России в декабре 2019 года и январе 2020 года. Рейтинг представлен по результатам анализа популярности и уникальности новогодних фестивалей и ярмарок.",entertainment,-1
WADA лишил РУСАДА статуса соответствия – СМИ Исполком Всемирного антидопингового агентства (WADA) единогласно признал РУСАДА не соответствующим антидопинговому кодексу. Об этом сообщают СМИ со ссылкой на итоги совещания.,sports,-1
"Срочно: WADA на четыре года отстранила Россию от Олимпиад Принятое WADA решение означает, что РФ не сможет участвовать в Олимпиадах в Токио и Пекине. Россия наказана за фальсификацию проб в Московской антидопинговой лаборатории.Новость дополняется",sports,-1
"Но обещал вернуться: «Зенит» улетел в Лиссабон на матч с «Бенфикой» Петербургский футбольный клуб ""Зенит"" отправился в Лиссабон. В португальской столице команду ждет встреча с ""Бенфикой""",sports,-1
"«Россельхозбанк» организовал круглый стол по внешнеэкономической деятельности в Рязани Собравшиеся обсудили вопросы и сложности, возникающие в процессе внешнеэкономической деятельности.",economy,-1
